date,lat,lon
2024-09-19T07:01:00.000Z,45.1322364807129,13.5915117263794
2024-09-19T05:00:06.000Z,45.1322326660156,13.5915079116821
2024-09-19T02:59:01.000Z,45.1322937011719,13.5914516448975
2024-09-19T00:59:03.000Z,45.1320953369141,13.5914869308472
2024-09-18T22:58:03.000Z,45.1321525573731,13.5913581848145
2024-09-18T20:57:08.000Z,45.132194519043,13.5915632247925
2024-09-18T18:57:07.000Z,45.1320953369141,13.5915670394897
2024-09-18T16:57:04.000Z,45.1322746276856,13.591329574585
2024-09-18T14:57:03.000Z,45.1321716308594,13.5914945602417
2024-09-18T12:56:04.000Z,45.1322364807129,13.5913696289063
2024-09-18T10:56:00.000Z,45.1322784423828,13.5913181304932
2024-09-18T08:55:04.000Z,45.1321182250977,13.59157371521
2024-09-18T06:55:01.000Z,45.1322746276856,13.5914945602417
2024-09-18T04:54:09.000Z,45.132137298584,13.5917530059814
2024-09-18T02:54:05.000Z,45.1323471069336,13.5917081832886
2024-09-18T00:53:02.000Z,45.1323699951172,13.5913486480713
2024-09-17T22:53:06.000Z,45.1323699951172,13.5915584564209
2024-09-17T20:52:06.000Z,45.1322479248047,13.59153175354
2024-09-17T18:52:00.000Z,45.1321182250977,13.5912885665894
2024-09-17T16:52:01.000Z,45.132080078125,13.5914945602417
2024-09-17T14:52:05.000Z,45.1323013305664,13.5913028717041
2024-09-17T12:52:02.000Z,45.1322364807129,13.5915651321411
2024-09-17T10:52:06.000Z,45.1325798034668,13.5920028686523
2024-09-17T08:51:03.000Z,45.1321830749512,13.5917415618896
2024-09-17T06:50:04.000Z,45.1323471069336,13.5916614532471
2024-09-17T04:50:07.000Z,45.1322631835938,13.5915584564209
2024-09-17T02:50:07.000Z,45.132209777832,13.5916032791138
2024-09-17T00:49:08.000Z,45.1322593688965,13.5914745330811
2024-09-16T22:49:06.000Z,45.1322364807129,13.5915069580078
2024-09-16T20:49:08.000Z,45.1321449279785,13.5914163589478
2024-09-16T18:48:03.000Z,45.1322212219238,13.5915079116821
2024-09-16T16:48:04.000Z,45.1322555541992,13.5916032791138
2024-09-16T14:48:08.000Z,45.1322898864746,13.5915403366089
2024-09-16T12:48:03.000Z,45.1322402954102,13.5915384292603
2024-09-16T10:47:02.000Z,45.1323204040527,13.5914363861084
2024-09-16T08:47:07.000Z,45.132194519043,13.5916728973389
2024-09-16T06:47:06.000Z,45.1322746276856,13.5914897918701
2024-09-16T04:46:06.000Z,45.1322059631348,13.5915269851685
2024-09-16T02:46:06.000Z,45.1322975158691,13.5915231704712
2024-09-16T00:46:04.000Z,45.132381439209,13.5914268493652
2024-09-15T22:46:02.000Z,45.1322135925293,13.5915231704712
2024-09-15T20:46:09.000Z,45.13232421875,13.5916051864624
2024-09-15T18:46:02.000Z,45.1323127746582,13.5917835235596
2024-09-15T16:45:06.000Z,45.1322174072266,13.5915784835815
2024-09-15T14:45:02.000Z,45.1322402954102,13.5913333892822
2024-09-15T12:45:05.000Z,45.1321220397949,13.5915203094482
2024-09-15T10:45:01.000Z,45.1326179504395,13.5912065505981
2024-09-15T08:44:04.000Z,45.1324195861816,13.5914745330811
2024-09-15T06:43:06.000Z,45.1322364807129,13.5916652679443
2024-09-15T04:43:07.000Z,45.1325492858887,13.5916299819946
2024-09-15T02:42:02.000Z,45.13232421875,13.5915880203247
2024-09-15T00:41:05.000Z,45.1322898864746,13.5915985107422
2024-09-14T22:41:09.000Z,45.1324462890625,13.5915613174438
2024-09-14T20:41:05.000Z,45.1322021484375,13.5914764404297
2024-09-14T18:41:05.000Z,45.1320686340332,13.591625213623
2024-09-14T16:41:06.000Z,45.1322441101074,13.5914554595947
2024-09-14T14:41:03.000Z,45.1322250366211,13.5917301177979
2024-09-14T12:41:07.000Z,45.1322402954102,13.5916614532471
2024-09-14T10:40:06.000Z,45.1322708129883,13.5914812088013
2024-09-14T08:41:03.000Z,45.1323204040527,13.5916481018066
2024-09-14T06:40:00.000Z,45.1322784423828,13.5915336608887
2024-09-14T04:39:03.000Z,45.132251739502,13.5914764404297
2024-09-14T02:39:09.000Z,45.1322937011719,13.5915832519531
2024-09-14T00:38:09.000Z,45.1322441101074,13.5915966033936
2024-09-13T22:38:04.000Z,45.132251739502,13.5915012359619
2024-09-13T21:37:03.000Z,45.1322555541992,13.5914745330811
2024-09-13T21:07:03.000Z,45.132209777832,13.5915966033936
2024-09-13T21:01:03.000Z,45.132209777832,13.5915937423706
2024-09-12T09:15:05.000Z,45.1323547363281,13.5916213989258
2024-08-29T09:32:03.000Z,45.1319847106934,13.5915679931641
2024-08-29T08:18:02.000Z,45.0436019897461,13.6141195297241
2024-08-29T06:17:08.000Z,44.8731689453125,13.8470668792725
2024-08-29T04:16:01.000Z,44.8733444213867,13.8470163345337
2024-08-29T02:15:02.000Z,44.8730697631836,13.8472166061401
2024-08-29T00:14:03.000Z,44.8734741210938,13.8470964431763
2024-08-28T22:13:03.000Z,44.8733367919922,13.847020149231
2024-08-28T20:12:05.000Z,44.8732147216797,13.8471002578735
2024-08-28T18:11:05.000Z,44.8732414245606,13.8470516204834
2024-08-28T16:10:07.000Z,44.8731994628906,13.8465137481689
2024-08-28T14:09:08.000Z,44.8733367919922,13.8470878601074
2024-08-28T12:08:01.000Z,44.8732147216797,13.847038269043
2024-08-28T10:06:02.000Z,44.8733825683594,13.8470630645752
2024-08-28T08:05:08.000Z,44.8733367919922,13.8471632003784
2024-08-28T06:04:09.000Z,44.8733901977539,13.8470363616943
2024-08-28T04:03:07.000Z,44.8735656738281,13.8473863601685
2024-08-28T02:02:00.000Z,44.8734016418457,13.8469934463501
2024-08-28T00:01:04.000Z,44.8729362487793,13.8472166061401
2024-08-27T22:00:04.000Z,44.8732299804688,13.8470821380615
2024-08-27T20:00:03.000Z,44.8732681274414,13.8470802307129
2024-08-27T17:59:05.000Z,44.8732490539551,13.8470935821533
2024-08-27T15:58:06.000Z,44.8732414245606,13.8473119735718
2024-08-27T13:56:02.000Z,44.8732833862305,13.8470602035522
2024-08-27T11:55:06.000Z,44.8732643127441,13.8470315933228
2024-08-27T10:54:08.000Z,44.8732299804688,13.8470849990845
2024-08-27T10:22:07.000Z,44.8732032775879,13.8470621109009
2024-08-27T10:16:07.000Z,44.873291015625,13.847056388855
2024-08-27T09:14:07.000Z,44.8731117248535,13.84703540802
2024-08-27T08:43:05.000Z,44.8732719421387,13.8470945358276
2024-08-27T08:36:01.000Z,44.8732643127441,13.84703540802
2024-08-21T17:25:07.000Z,43.5214309692383,16.4490871429443
